"Time Period","Observation Value","Disaggregation classification","Reference Area Code (M49)","Time Detail","Nature of Data","Unit of Measurement","Reporting Type","Source","Reference Area Type","Reference Area Name"
2016,74.7170411251958,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2017,47.7274032915945,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2017,59.299169339669,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2017,73.3671859114154,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1985,30.7939282550962,"Uncertainty bounds: lower bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1985,34.4421684535622,"Uncertainty bounds: mid-point",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1985,38.8914617264017,"Uncertainty bounds: upper bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1986,27.9064578164054,"Uncertainty bounds: lower bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1986,30.689496140237,"Uncertainty bounds: mid-point",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1986,34.0713503826603,"Uncertainty bounds: upper bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1987,26.4982267043637,"Uncertainty bounds: lower bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1987,28.8147685200034,"Uncertainty bounds: mid-point",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1987,31.6094138871929,"Uncertainty bounds: upper bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1988,25.3757504010506,"Uncertainty bounds: lower bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1988,27.4027578801627,"Uncertainty bounds: mid-point",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1988,29.7920381815011,"Uncertainty bounds: upper bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1989,24.1411666590061,"Uncertainty bounds: lower bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1989,25.9175491274713,"Uncertainty bounds: mid-point",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1989,28.0113303202651,"Uncertainty bounds: upper bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1990,22.5290036100324,"Uncertainty bounds: lower bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1990,24.0421103488913,"Uncertainty bounds: mid-point",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1990,25.8339709511708,"Uncertainty bounds: upper bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1991,21.6138068937239,"Uncertainty bounds: lower bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1991,22.9921714727755,"Uncertainty bounds: mid-point",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1991,24.5778454532841,"Uncertainty bounds: upper bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1992,21.2970401371564,"Uncertainty bounds: lower bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1992,22.6609675636325,"Uncertainty bounds: mid-point",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1992,24.2205470244297,"Uncertainty bounds: upper bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1993,22.3236851629266,"Uncertainty bounds: lower bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1993,23.8381192703168,"Uncertainty bounds: mid-point",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1993,25.6043042609266,"Uncertainty bounds: upper bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1994,22.5377572088984,"Uncertainty bounds: lower bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1994,24.0975226402477,"Uncertainty bounds: mid-point",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1994,25.9294912086071,"Uncertainty bounds: upper bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1995,21.5467300587667,"Uncertainty bounds: lower bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1995,22.9894890286479,"Uncertainty bounds: mid-point",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1995,24.6612911635094,"Uncertainty bounds: upper bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1996,19.5913534275551,"Uncertainty bounds: lower bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1996,20.8299061183525,"Uncertainty bounds: mid-point",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1996,22.2433865380124,"Uncertainty bounds: upper bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1997,17.7025930057387,"Uncertainty bounds: lower bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1997,18.7775186031229,"Uncertainty bounds: mid-point",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1997,19.9978587275029,"Uncertainty bounds: upper bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1998,16.576407108198,"Uncertainty bounds: lower bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1998,17.5526051942094,"Uncertainty bounds: mid-point",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1998,18.6793883658749,"Uncertainty bounds: upper bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1999,16.5615165239651,"Uncertainty bounds: lower bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1999,17.5476385927247,"Uncertainty bounds: mid-point",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
1999,18.692857555257,"Uncertainty bounds: upper bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2000,16.2225146189959,"Uncertainty bounds: lower bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2000,17.1995762776672,"Uncertainty bounds: mid-point",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2000,18.3136394406457,"Uncertainty bounds: upper bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2001,16.0050567135043,"Uncertainty bounds: lower bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2001,16.949395929062,"Uncertainty bounds: mid-point",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2001,18.036041073661,"Uncertainty bounds: upper bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2002,15.7496950235475,"Uncertainty bounds: lower bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2002,16.6879451642962,"Uncertainty bounds: mid-point",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2002,17.7635366286446,"Uncertainty bounds: upper bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2003,15.5462477185907,"Uncertainty bounds: lower bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2003,16.4834359456072,"Uncertainty bounds: mid-point",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2003,17.5203624237356,"Uncertainty bounds: upper bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2004,14.9442478707807,"Uncertainty bounds: lower bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2004,15.822623621729,"Uncertainty bounds: mid-point",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2004,16.794620052747,"Uncertainty bounds: upper bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2005,14.7429767098253,"Uncertainty bounds: lower bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2005,15.6006618891834,"Uncertainty bounds: mid-point",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2005,16.5477250538135,"Uncertainty bounds: upper bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2006,13.9182513480774,"Uncertainty bounds: lower bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2006,14.6617924472325,"Uncertainty bounds: mid-point",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2006,15.5221589864362,"Uncertainty bounds: upper bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2007,13.5524175587684,"Uncertainty bounds: lower bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2007,14.2572331623876,"Uncertainty bounds: mid-point",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2007,15.0674019527609,"Uncertainty bounds: upper bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2008,13.3665185899925,"Uncertainty bounds: lower bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2008,14.0614072938515,"Uncertainty bounds: mid-point",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2008,14.8546879687975,"Uncertainty bounds: upper bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2009,13.0110228072915,"Uncertainty bounds: lower bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2009,13.6754461025871,"Uncertainty bounds: mid-point",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2009,14.4546180162396,"Uncertainty bounds: upper bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2010,12.5561959046507,"Uncertainty bounds: lower bound",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
2010,13.2283666753724,"Uncertainty bounds: mid-point",513,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.1-Regional (SDG)","Northern America (M49) and Europe (M49)"
